,label,email,length,body_text_clean,body_text_tokenized,body_text_nonstop,body_text_stemmed,body_text_lemmatized,body_text_length,body_text_clean_length,num_characters,num_words,num_sentences
35,ham,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,123,Yup Ok i go home look at the timings then i msg Ì again Xuhui going to learn on 2nd may too but her lesson is at 8am,"['Yup', 'Ok', 'i', 'go', 'home', 'look', 'at', 'the', 'timings', 'then', 'i', 'msg', 'Ì', 'again', 'Xuhui', 'going', 'to', 'learn', 'on', '2nd', 'may', 'too', 'but', 'her', 'lesson', 'is', 'at', '8am']","['Yup', 'Ok', 'go', 'home', 'look', 'timings', 'msg', 'Ì', 'Xuhui', 'going', 'learn', '2nd', 'may', 'lesson', '8am']","['yup', 'ok', 'go', 'home', 'look', 'time', 'msg', 'ì', 'xuhui', 'go', 'learn', '2nd', 'may', 'lesson', '8am']","['yup', 'ok', 'go', 'home', 'look', 'time', 'msg', 'ì', 'xuhui', 'go', 'learn', '2nd', 'may', 'lesson', '8am']",123,116,123,30,1
36,ham,"Oops, I'll let you know when my roommate's done",47,Oops Ill let you know when my roommates done,"['Oops', 'Ill', 'let', 'you', 'know', 'when', 'my', 'roommates', 'done']","['Oops', 'Ill', 'let', 'know', 'roommates', 'done']","['oop', 'ill', 'let', 'know', 'roommat', 'done']","['oop', 'ill', 'let', 'know', 'roommat', 'done']",47,44,47,12,1
37,ham,I see the letter B on my car,28,I see the letter B on my car,"['I', 'see', 'the', 'letter', 'B', 'on', 'my', 'car']","['I', 'see', 'letter', 'B', 'car']","['i', 'see', 'letter', 'b', 'car']","['i', 'see', 'letter', 'b', 'car']",28,28,28,8,1
38,ham,Anything lor... U decide...,27,Anything lor U decide,"['Anything', 'lor', 'U', 'decide']","['Anything', 'lor', 'U', 'decide']","['anyth', 'lor', 'u', 'decid']","['anyth', 'lor', 'u', 'decid']",27,21,27,6,1
39,ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,155,Hello Hows you and how did saturday go I was just texting to see if youd decided to do anything tomo Not that im trying to invite myself or anything,"['Hello', 'Hows', 'you', 'and', 'how', 'did', 'saturday', 'go', 'I', 'was', 'just', 'texting', 'to', 'see', 'if', 'youd', 'decided', 'to', 'do', 'anything', 'tomo', 'Not', 'that', 'im', 'trying', 'to', 'invite', 'myself', 'or', 'anything']","['Hello', 'Hows', 'saturday', 'go', 'I', 'texting', 'see', 'youd', 'decided', 'anything', 'tomo', 'Not', 'im', 'trying', 'invite', 'anything']","['hello', 'how', 'saturday', 'go', 'i', 'text', 'see', 'youd', 'decid', 'anyth', 'tomo', 'not', 'im', 'tri', 'invit', 'anyth']","['hello', 'how', 'saturday', 'go', 'i', 'text', 'see', 'youd', 'decid', 'anyth', 'tomo', 'not', 'im', 'tri', 'invit', 'anyth']",155,148,155,37,4
40,ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,82,Pls go ahead with watts I just wanted to be sure Do have a great weekend Abiola,"['Pls', 'go', 'ahead', 'with', 'watts', 'I', 'just', 'wanted', 'to', 'be', 'sure', 'Do', 'have', 'a', 'great', 'weekend', 'Abiola']","['Pls', 'go', 'ahead', 'watts', 'I', 'wanted', 'sure', 'Do', 'great', 'weekend', 'Abiola']","['pl', 'go', 'ahead', 'watt', 'i', 'want', 'sure', 'do', 'great', 'weekend', 'abiola']","['pl', 'go', 'ahead', 'watt', 'i', 'want', 'sure', 'do', 'great', 'weekend', 'abiola']",82,79,82,20,4
41,ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",142,Did I forget to tell you  I want you  I need you I crave you  But most of all  I love you my sweet Arabian steed  Mmmmmm  Yummy,"['Did', 'I', 'forget', 'to', 'tell', 'you', 'I', 'want', 'you', 'I', 'need', 'you', 'I', 'crave', 'you', 'But', 'most', 'of', 'all', 'I', 'love', 'you', 'my', 'sweet', 'Arabian', 'steed', 'Mmmmmm', 'Yummy']","['Did', 'I', 'forget', 'tell', 'I', 'want', 'I', 'need', 'I', 'crave', 'But', 'I', 'love', 'sweet', 'Arabian', 'steed', 'Mmmmmm', 'Yummy']","['did', 'i', 'forget', 'tell', 'i', 'want', 'i', 'need', 'i', 'crave', 'but', 'i', 'love', 'sweet', 'arabian', 'steed', 'mmmmmm', 'yummi']","['did', 'i', 'forget', 'tell', 'i', 'want', 'i', 'need', 'i', 'crave', 'but', 'i', 'love', 'sweet', 'arabian', 'steed', 'mmmmmm', 'yummi']",142,127,142,35,4
42,spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,172,07732584351  Rodger Burns  MSG  We tried to call you re your reply to our sms for a free nokia mobile  free camcorder Please call now 08000930705 for delivery tomorrow,"['07732584351', 'Rodger', 'Burns', 'MSG', 'We', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sms', 'for', 'a', 'free', 'nokia', 'mobile', 'free', 'camcorder', 'Please', 'call', 'now', '08000930705', 'for', 'delivery', 'tomorrow']","['07732584351', 'Rodger', 'Burns', 'MSG', 'We', 'tried', 'call', 'reply', 'sms', 'free', 'nokia', 'mobile', 'free', 'camcorder', 'Please', 'call', '08000930705', 'delivery', 'tomorrow']","['07732584351', 'rodger', 'burn', 'msg', 'we', 'tri', 'call', 'repli', 'sm', 'free', 'nokia', 'mobil', 'free', 'camcord', 'pleas', 'call', '08000930705', 'deliveri', 'tomorrow']","['07732584351', 'rodger', 'burn', 'msg', 'we', 'tri', 'call', 'repli', 'sm', 'free', 'nokia', 'mobil', 'free', 'camcord', 'plea', 'call', '08000930705', 'deliveri', 'tomorrow']",172,167,172,34,2
43,ham,WHO ARE YOU SEEING?,19,WHO ARE YOU SEEING,"['WHO', 'ARE', 'YOU', 'SEEING']","['WHO', 'ARE', 'YOU', 'SEEING']","['who', 'are', 'you', 'see']","['who', 'are', 'you', 'see']",19,18,19,5,1
44,ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,72,Great I hope you like your man well endowed I am  ltgt  inches,"['Great', 'I', 'hope', 'you', 'like', 'your', 'man', 'well', 'endowed', 'I', 'am', 'ltgt', 'inches']","['Great', 'I', 'hope', 'like', 'man', 'well', 'endowed', 'I', 'ltgt', 'inches']","['great', 'i', 'hope', 'like', 'man', 'well', 'endow', 'i', 'ltgt', 'inch']","['great', 'i', 'hope', 'like', 'man', 'well', 'endow', 'i', 'ltgt', 'inch']",72,62,72,22,3
45,ham,No calls..messages..missed calls,32,No callsmessagesmissed calls,"['No', 'callsmessagesmissed', 'calls']","['No', 'callsmessagesmissed', 'calls']","['no', 'callsmessagesmiss', 'call']","['no', 'callsmessagesmiss', 'call']",32,28,32,7,1
46,ham,Didn't you get hep b immunisation in nigeria.,45,Didnt you get hep b immunisation in nigeria,"['Didnt', 'you', 'get', 'hep', 'b', 'immunisation', 'in', 'nigeria']","['Didnt', 'get', 'hep', 'b', 'immunisation', 'nigeria']","['didnt', 'get', 'hep', 'b', 'immunis', 'nigeria']","['didnt', 'get', 'hep', 'b', 'immunis', 'nigeria']",45,43,45,10,1
47,ham,"Fair enough, anything going on?",31,Fair enough anything going on,"['Fair', 'enough', 'anything', 'going', 'on']","['Fair', 'enough', 'anything', 'going']","['fair', 'enough', 'anyth', 'go']","['fair', 'enough', 'anyth', 'go']",31,29,31,7,1
48,ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",67,Yeah hopefully if tyler cant do it I could maybe ask around a bit,"['Yeah', 'hopefully', 'if', 'tyler', 'cant', 'do', 'it', 'I', 'could', 'maybe', 'ask', 'around', 'a', 'bit']","['Yeah', 'hopefully', 'tyler', 'cant', 'I', 'could', 'maybe', 'ask', 'around', 'bit']","['yeah', 'hope', 'tyler', 'cant', 'i', 'could', 'mayb', 'ask', 'around', 'bit']","['yeah', 'hope', 'tyler', 'cant', 'i', 'could', 'mayb', 'ask', 'around', 'bit']",67,65,67,16,1
49,ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,148,U dont know how stubborn I am I didnt even want to go to the hospital I kept telling Mark Im not a weak sucker Hospitals are for weak suckers,"['U', 'dont', 'know', 'how', 'stubborn', 'I', 'am', 'I', 'didnt', 'even', 'want', 'to', 'go', 'to', 'the', 'hospital', 'I', 'kept', 'telling', 'Mark', 'Im', 'not', 'a', 'weak', 'sucker', 'Hospitals', 'are', 'for', 'weak', 'suckers']","['U', 'dont', 'know', 'stubborn', 'I', 'I', 'didnt', 'even', 'want', 'go', 'hospital', 'I', 'kept', 'telling', 'Mark', 'Im', 'weak', 'sucker', 'Hospitals', 'weak', 'suckers']","['u', 'dont', 'know', 'stubborn', 'i', 'i', 'didnt', 'even', 'want', 'go', 'hospit', 'i', 'kept', 'tell', 'mark', 'im', 'weak', 'sucker', 'hospit', 'weak', 'sucker']","['u', 'dont', 'know', 'stubborn', 'i', 'i', 'didnt', 'even', 'want', 'go', 'hospit', 'i', 'kept', 'tell', 'mark', 'im', 'weak', 'sucker', 'hospit', 'weak', 'sucker']",148,141,148,37,4
50,ham,What you thinked about me. First time you saw me in class.,58,What you thinked about me First time you saw me in class,"['What', 'you', 'thinked', 'about', 'me', 'First', 'time', 'you', 'saw', 'me', 'in', 'class']","['What', 'thinked', 'First', 'time', 'saw', 'class']","['what', 'think', 'first', 'time', 'saw', 'class']","['what', 'think', 'first', 'time', 'saw', 'class']",58,56,58,14,2
51,ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",124,A gram usually runs like  ltgt  a half eighth is smarter though and gets you almost a whole second gram for  ltgt,"['A', 'gram', 'usually', 'runs', 'like', 'ltgt', 'a', 'half', 'eighth', 'is', 'smarter', 'though', 'and', 'gets', 'you', 'almost', 'a', 'whole', 'second', 'gram', 'for', 'ltgt']","['A', 'gram', 'usually', 'runs', 'like', 'ltgt', 'half', 'eighth', 'smarter', 'though', 'gets', 'almost', 'whole', 'second', 'gram', 'ltgt']","['a', 'gram', 'usual', 'run', 'like', 'ltgt', 'half', 'eighth', 'smarter', 'though', 'get', 'almost', 'whole', 'second', 'gram', 'ltgt']","['a', 'gram', 'usual', 'run', 'like', 'ltgt', 'half', 'eighth', 'smarter', 'though', 'get', 'almost', 'whole', 'second', 'gram', 'ltgt']",124,113,124,35,1
52,ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,80,K fyi x has a ride early tomorrow morning but hes crashing at our place tonight,"['K', 'fyi', 'x', 'has', 'a', 'ride', 'early', 'tomorrow', 'morning', 'but', 'hes', 'crashing', 'at', 'our', 'place', 'tonight']","['K', 'fyi', 'x', 'ride', 'early', 'tomorrow', 'morning', 'hes', 'crashing', 'place', 'tonight']","['k', 'fyi', 'x', 'ride', 'earli', 'tomorrow', 'morn', 'he', 'crash', 'place', 'tonight']","['k', 'fyi', 'x', 'ride', 'earli', 'tomorrow', 'morn', 'he', 'crash', 'place', 'tonight']",80,79,80,17,1
53,ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",291,Wow I never realized that you were so embarassed by your accomodations I thought you liked it since i was doing the best i could and you always seemed so happy about the cave Im sorry I didnt and dont have more to give Im sorry i offered Im sorry your room was so embarassing,"['Wow', 'I', 'never', 'realized', 'that', 'you', 'were', 'so', 'embarassed', 'by', 'your', 'accomodations', 'I', 'thought', 'you', 'liked', 'it', 'since', 'i', 'was', 'doing', 'the', 'best', 'i', 'could', 'and', 'you', 'always', 'seemed', 'so', 'happy', 'about', 'the', 'cave', 'Im', 'sorry', 'I', 'didnt', 'and', 'dont', 'have', 'more', 'to', 'give', 'Im', 'sorry', 'i', 'offered', 'Im', 'sorry', 'your', 'room', 'was', 'so', 'embarassing']","['Wow', 'I', 'never', 'realized', 'embarassed', 'accomodations', 'I', 'thought', 'liked', 'since', 'best', 'could', 'always', 'seemed', 'happy', 'cave', 'Im', 'sorry', 'I', 'didnt', 'dont', 'give', 'Im', 'sorry', 'offered', 'Im', 'sorry', 'room', 'embarassing']","['wow', 'i', 'never', 'realiz', 'embarass', 'accomod', 'i', 'thought', 'like', 'sinc', 'best', 'could', 'alway', 'seem', 'happi', 'cave', 'im', 'sorri', 'i', 'didnt', 'dont', 'give', 'im', 'sorri', 'offer', 'im', 'sorri', 'room', 'embarass']","['wow', 'i', 'never', 'realiz', 'embarass', 'accomod', 'i', 'thought', 'like', 'sinc', 'best', 'could', 'alway', 'seem', 'happi', 'cave', 'im', 'sorri', 'i', 'didnt', 'dont', 'give', 'im', 'sorri', 'offer', 'im', 'sorri', 'room', 'embarass']",291,275,291,69,6
54,spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,120,SMS ac Sptv The New Jersey Devils and the Detroit Red Wings play Ice Hockey Correct or Incorrect End Reply END SPTV,"['SMS', 'ac', 'Sptv', 'The', 'New', 'Jersey', 'Devils', 'and', 'the', 'Detroit', 'Red', 'Wings', 'play', 'Ice', 'Hockey', 'Correct', 'or', 'Incorrect', 'End', 'Reply', 'END', 'SPTV']","['SMS', 'ac', 'Sptv', 'The', 'New', 'Jersey', 'Devils', 'Detroit', 'Red', 'Wings', 'play', 'Ice', 'Hockey', 'Correct', 'Incorrect', 'End', 'Reply', 'END', 'SPTV']","['sm', 'ac', 'sptv', 'the', 'new', 'jersey', 'devil', 'detroit', 'red', 'wing', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'repli', 'end', 'sptv']","['sm', 'ac', 'sptv', 'the', 'new', 'jersey', 'devil', 'detroit', 'red', 'wing', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'repli', 'end', 'sptv']",120,115,120,27,5
55,ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,76,Do you know what Mallika Sherawat did yesterday Find out now   ltURLgt,"['Do', 'you', 'know', 'what', 'Mallika', 'Sherawat', 'did', 'yesterday', 'Find', 'out', 'now', 'ltURLgt']","['Do', 'know', 'Mallika', 'Sherawat', 'yesterday', 'Find', 'ltURLgt']","['do', 'know', 'mallika', 'sherawat', 'yesterday', 'find', 'lturlgt']","['do', 'know', 'mallika', 'sherawat', 'yesterday', 'find', 'lturlgt']",76,70,76,20,2
56,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",161,Congrats 1 year special cinema pass for 2 is yours call 09061209465 now C Suprman V Matrix3 StarWars3 etc all 4 FREE bx420ip45we 150pm Dont miss out ,"['Congrats', '1', 'year', 'special', 'cinema', 'pass', 'for', '2', 'is', 'yours', 'call', '09061209465', 'now', 'C', 'Suprman', 'V', 'Matrix3', 'StarWars3', 'etc', 'all', '4', 'FREE', 'bx420ip45we', '150pm', 'Dont', 'miss', 'out', '']","['Congrats', '1', 'year', 'special', 'cinema', 'pass', '2', 'call', '09061209465', 'C', 'Suprman', 'V', 'Matrix3', 'StarWars3', 'etc', '4', 'FREE', 'bx420ip45we', '150pm', 'Dont', 'miss', '']","['congrat', '1', 'year', 'special', 'cinema', 'pass', '2', 'call', '09061209465', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', '4', 'free', 'bx420ip45w', '150pm', 'dont', 'miss', '']","['congrat', '1', 'year', 'special', 'cinema', 'pas', '2', 'call', '09061209465', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', '4', 'free', 'bx420ip45w', '150pm', 'dont', 'miss', '']",161,149,161,37,7
57,ham,"Sorry, I'll call later in meeting.",34,Sorry Ill call later in meeting,"['Sorry', 'Ill', 'call', 'later', 'in', 'meeting']","['Sorry', 'Ill', 'call', 'later', 'meeting']","['sorri', 'ill', 'call', 'later', 'meet']","['sorri', 'ill', 'call', 'later', 'meet']",34,31,34,9,1
58,ham,Tell where you reached,22,Tell where you reached,"['Tell', 'where', 'you', 'reached']","['Tell', 'reached']","['tell', 'reach']","['tell', 'reach']",22,22,22,4,1
59,ham,Yes..gauti and sehwag out of odi series.,40,Yesgauti and sehwag out of odi series,"['Yesgauti', 'and', 'sehwag', 'out', 'of', 'odi', 'series']","['Yesgauti', 'sehwag', 'odi', 'series']","['yesgauti', 'sehwag', 'odi', 'seri']","['yesgauti', 'sehwag', 'odi', 'seri']",40,37,40,10,1
60,ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,108,Your gonna have to pick up a 1 burger for yourself on your way home I cant even move Pain is killing me,"['Your', 'gonna', 'have', 'to', 'pick', 'up', 'a', '1', 'burger', 'for', 'yourself', 'on', 'your', 'way', 'home', 'I', 'cant', 'even', 'move', 'Pain', 'is', 'killing', 'me']","['Your', 'gonna', 'pick', '1', 'burger', 'way', 'home', 'I', 'cant', 'even', 'move', 'Pain', 'killing']","['your', 'gonna', 'pick', '1', 'burger', 'way', 'home', 'i', 'cant', 'even', 'move', 'pain', 'kill']","['your', 'gonna', 'pick', '1', 'burger', 'way', 'home', 'i', 'cant', 'even', 'move', 'pain', 'kill']",108,103,108,29,3
61,ham,Ha ha ha good joke. Girls are situation seekers.,48,Ha ha ha good joke Girls are situation seekers,"['Ha', 'ha', 'ha', 'good', 'joke', 'Girls', 'are', 'situation', 'seekers']","['Ha', 'ha', 'ha', 'good', 'joke', 'Girls', 'situation', 'seekers']","['ha', 'ha', 'ha', 'good', 'joke', 'girl', 'situat', 'seeker']","['ha', 'ha', 'ha', 'good', 'joke', 'girl', 'situat', 'seeker']",48,46,48,11,2
62,ham,Its a part of checking IQ,25,Its a part of checking IQ,"['Its', 'a', 'part', 'of', 'checking', 'IQ']","['Its', 'part', 'checking', 'IQ']","['it', 'part', 'check', 'iq']","['it', 'part', 'check', 'iq']",25,25,25,6,1
63,ham,"Sorry my roommates took forever, it ok if I come by now?",56,Sorry my roommates took forever it ok if I come by now,"['Sorry', 'my', 'roommates', 'took', 'forever', 'it', 'ok', 'if', 'I', 'come', 'by', 'now']","['Sorry', 'roommates', 'took', 'forever', 'ok', 'I', 'come']","['sorri', 'roommat', 'took', 'forev', 'ok', 'i', 'come']","['sorri', 'roommat', 'took', 'forev', 'ok', 'i', 'come']",56,54,56,14,1
64,ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,110,Ok lar i double check wif da hair dresser already he said wun cut v short He said will cut until i look nice,"['Ok', 'lar', 'i', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'already', 'he', 'said', 'wun', 'cut', 'v', 'short', 'He', 'said', 'will', 'cut', 'until', 'i', 'look', 'nice']","['Ok', 'lar', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'already', 'said', 'wun', 'cut', 'v', 'short', 'He', 'said', 'cut', 'look', 'nice']","['ok', 'lar', 'doubl', 'check', 'wif', 'da', 'hair', 'dresser', 'alreadi', 'said', 'wun', 'cut', 'v', 'short', 'he', 'said', 'cut', 'look', 'nice']","['ok', 'lar', 'doubl', 'check', 'wif', 'da', 'hair', 'dresser', 'alreadi', 'said', 'wun', 'cut', 'v', 'short', 'he', 'said', 'cut', 'look', 'nice']",110,108,110,26,2
65,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",153,As a valued customer I am pleased to advise you that following recent review of your Mob No you are awarded with a å£1500 Bonus Prize call 09066364589,"['As', 'a', 'valued', 'customer', 'I', 'am', 'pleased', 'to', 'advise', 'you', 'that', 'following', 'recent', 'review', 'of', 'your', 'Mob', 'No', 'you', 'are', 'awarded', 'with', 'a', 'å', '1500', 'Bonus', 'Prize', 'call', '09066364589']","['As', 'valued', 'customer', 'I', 'pleased', 'advise', 'following', 'recent', 'review', 'Mob', 'No', 'awarded', 'å', '1500', 'Bonus', 'Prize', 'call', '09066364589']","['as', 'valu', 'custom', 'i', 'pleas', 'advis', 'follow', 'recent', 'review', 'mob', 'no', 'award', 'å', '1500', 'bonu', 'prize', 'call', '09066364589']","['a', 'valu', 'custom', 'i', 'plea', 'advis', 'follow', 'recent', 'review', 'mob', 'no', 'award', 'å', '1500', 'bonu', 'prize', 'call', '09066364589']",153,150,153,31,2
66,ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",124,Today is song dedicated day Which song will u dedicate for me Send this to all ur valuable frnds but first rply me,"['Today', 'is', 'song', 'dedicated', 'day', 'Which', 'song', 'will', 'u', 'dedicate', 'for', 'me', 'Send', 'this', 'to', 'all', 'ur', 'valuable', 'frnds', 'but', 'first', 'rply', 'me']","['Today', 'song', 'dedicated', 'day', 'Which', 'song', 'u', 'dedicate', 'Send', 'ur', 'valuable', 'frnds', 'first', 'rply']","['today', 'song', 'dedic', 'day', 'which', 'song', 'u', 'dedic', 'send', 'ur', 'valuabl', 'frnd', 'first', 'rpli']","['today', 'song', 'dedic', 'day', 'which', 'song', 'u', 'dedic', 'send', 'ur', 'valuabl', 'frnd', 'first', 'rpli']",124,114,124,29,2
